fips,population,year,county,sex,age,ci,aci,rate,ageAdjust,count,
"27141","144513","2016-2018","Sherburne","All","All Ages 35+ Combined                                                 ","(22.4 - 27.6)","(25.8 - 33.4)","25","29.6","361.04",,
"27141","25624","2017-2019","Sherburne","All","All Ages 35+ Combined                                                 ","(29.8 - 45.1)","(24.4 - 37.6)","36.8","30.5","94.4",,
"27141","148571","2018-2020","Sherburne","All","All Ages 35+ Combined                                                 ","(24.7 - 30.1)","(25.7 - 31.4)","27.4","28.6","406.93",,
"27141","49831","2020","Sherburne","All","All Ages 35+ Combined                                                 ","(19.3 - 27.8)","(20.6 - 30.3)","23.6","25.5","117.48",,
"27143","25045","2008-2010","Sibley","All","All Ages 35+ Combined                                                 ","(33.5 - 49.5)","(28.2 - 42.0)","41.5","35.1","104",,
"27143","25720","2011-2013","Sibley","All","All Ages 35+ Combined                                                 ","(29.9 - 45.2)","(24.7 - 37.6)","36.9","30.7","95",,
"27143","139027","2013-2015","Sibley","All","All Ages 35+ Combined                                                 ","(24.7 - 30.2)","(26.8 - 33.0)","27.5","29.9","382",,
"27143","140281","2015-2017","Sibley","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","24.7","31.9","346.81",,
"27143","25136","2016-2018","Sibley","All","All Ages 35+ Combined                                                 ","(30.0 - 45.5)","(28.4 - 45.6)","37.1","36.3","93.37",,
"27143","335713","2017-2019","Sibley","All","All Ages 35+ Combined                                                 ","(35.0 - 39.1)","(29.0 - 32.7)","37.1","30.8","1244.03",,
"27143","26061","2018-2020","Sibley","All","All Ages 35+ Combined                                                 ","(27.9 - 42.6)","(22.7 - 35.4)","34.7","28.5","90.42",,
"27143","8678","2020","Sibley","All","All Ages 35+ Combined                                                 ","(16.4 - 39.2)","(12.7 - 31.9)","26","20.7","22.56",,
"27145","216188","2008-2010","Stearns","All","All Ages 35+ Combined                                                 ","(21.5 - 25.6)","(19.8 - 23.6)","23.5","21.7","509",,
"27145","220861","2011-2013","Stearns","All","All Ages 35+ Combined                                                 ","(23.5 - 27.7)","(20.9 - 24.7)","25.6","22.8","566",,
"27145","25726","2013-2015","Stearns","All","All Ages 35+ Combined                                                 ","(33.7 - 49.5)","(27.2 - 40.3)","41.6","33.8","107",,
"27145","25119","2015-2017","Stearns","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","39.7","37.4","99.79",,
"27145","229277","2016-2018","Stearns","All","All Ages 35+ Combined                                                 ","(22.1 - 26.1)","(22.0 - 26.7)","24.1","24.3","553.41",,
"27145","233202","2017-2019","Stearns","All","All Ages 35+ Combined                                                 ","(24.8 - 29.0)","(21.9 - 25.8)","26.9","23.8","627.27",,
"27145","237449","2018-2020","Stearns","All","All Ages 35+ Combined                                                 ","(27.2 - 31.6)","(23.2 - 27.0)","29.4","25.1","697.6",,
"27145","79563","2020","Stearns","All","All Ages 35+ Combined                                                 ","(23.7 - 31.0)","(20.7 - 27.2)","27.3","24","217.47",,
"27147","58745","2008-2010","Steele","All","All Ages 35+ Combined                                                 ","(30.9 - 40.6)","(27.6 - 36.3)","35.7","32","210",,
"27147","59671","2011-2013","Steele","All","All Ages 35+ Combined                                                 ","(35.9 - 46.2)","(30.1 - 38.9)","41.1","34.5","245",,
"27147","225461","2013-2015","Steele","All","All Ages 35+ Combined                                                 ","(24.3 - 28.5)","(21.3 - 25.0)","26.4","23.2","595",,
"27147","223286","2015-2017","Steele","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","22.3","23.6","497.94",,
"27147","59450","2016-2018","Steele","All","All Ages 35+ Combined                                                 ","(30.2 - 39.7)","(28.5 - 39.0)","35","33.7","207.79",,
"27147","60233","2017-2019","Steele","All","All Ages 35+ Combined                                                 ","(31.6 - 41.2)","(27.0 - 35.6)","36.4","31.3","219.31",,
"27147","61085","2018-2020","Steele","All","All Ages 35+ Combined                                                 ","(34.8 - 44.8)","(29.3 - 38.1)","39.8","33.7","242.94",,
"27147","20344","2020","Steele","All","All Ages 35+ Combined                                                 ","(30.4 - 47.9)","(27.3 - 43.9)","38.4","34.9","78.12",,
"27149","14340","2008-2010","Stevens","All","All Ages 35+ Combined                                                 ","(47.3 - 73.3)","(35.8 - 56.7)","59.3","45.4","85",,
"27149","13993","2011-2013","Stevens","All","All Ages 35+ Combined                                                 ","(39.0 - 63.2)","(28.9 - 48.3)","50","37.7","70",,
"27149","60297","2013-2015","Stevens","All","All Ages 35+ Combined                                                 ","(39.7 - 50.5)","(32.8 - 41.9)","45.1","37.3","272",,
"27149","58825","2015-2017","Stevens","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","34.3","34.4","201.99",,
"27149","13414","2016-2018","Stevens","All","All Ages 35+ Combined                                                 ","(32.1 - 54.9)","(29.7 - 55.1)","42.4","41","56.81",,
"27149","13688","2017-2019","Stevens","All","All Ages 35+ Combined                                                 ","(27.2 - 48.3)","(22.7 - 41.6)","36.6","31.1","50.14",,
"27149","14023","2018-2020","Stevens","All","All Ages 35+ Combined                                                 ","(32.0 - 54.2)","(25.1 - 43.7)","42","33.4","58.91",,
"27149","4715","2020","Stevens","All","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27151","18970","2008-2010","Swift","All","All Ages 35+ Combined                                                 ","(33.0 - 51.9)","(25.1 - 40.5)","41.6","32.1","79",,
"27151","17326","2011-2013","Swift","All","All Ages 35+ Combined                                                 ","(25.4 - 43.3)","(18.0 - 31.6)","33.5","24.1","58",,
"27151","17051","2013-2015","Swift","All","All Ages 35+ Combined                                                 ","(24.8 - 42.6)","(17.6 - 31.2)","32.8","23.7","56",,
"27151","16160","2015-2017","Swift","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","34.6","30.7","55.87",,
"27151","16127","2016-2018","Swift","All","All Ages 35+ Combined                                                 ","(23.3 - 41.3)","(21.9 - 42.3)","31.4","30.9","50.57",,
"27151","16432","2017-2019","Swift","All","All Ages 35+ Combined                                                 ","(22.6 - 40.1)","(17.6 - 33.4)","30.4","24.6","49.95",,
"27151","16759","2018-2020","Swift","All","All Ages 35+ Combined                                                 ","(27.7 - 46.5)","(20.9 - 37.3)","36.2","28.3","60.66",,
"27151","5598","2020","Swift","All","All Ages 35+ Combined                                                 ","(22.2 - 55.7)","(17.1 - 47.0)","36.2","29.4","20.24",,
"27153","41247","2008-2010","Todd","All","All Ages 35+ Combined                                                 ","(19.7 - 29.3)","(16.7 - 25.0)","24.5","20.9","101",,
"27153","42699","2011-2013","Todd","All","All Ages 35+ Combined                                                 ","(15.5 - 24.1)","(13.5 - 21.5)","19.4","17.2","83",,
"27153","42648","2013-2015","Todd","All","All Ages 35+ Combined                                                 ","(19.9 - 29.3)","(15.7 - 23.5)","24.6","19.6","105",,
"27153","41768","2015-2017","Todd","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","30.9","30.4","129.21",,
"27153","42179","2016-2018","Todd","All","All Ages 35+ Combined                                                 ","(26.9 - 37.8)","(25.5 - 38.0)","32.4","31.7","136.49",,
"27153","42929","2017-2019","Todd","All","All Ages 35+ Combined                                                 ","(29.2 - 40.3)","(25.3 - 36.0)","34.7","30.7","149.13",,
"27153","43652","2018-2020","Todd","All","All Ages 35+ Combined                                                 ","(28.4 - 39.3)","(22.7 - 32.3)","33.8","27.5","147.73",,
"27153","14567","2020","Todd","All","All Ages 35+ Combined                                                 ","(18.9 - 36.4)","(15.2 - 31.0)","26.6","22.1","38.69",,
"27155","6904","2008-2010","Traverse","All","All Ages 35+ Combined                                                 ","(40.2 - 77.2)","(24.6 - 52.5)","56.5","36.7","39",,
"27155","6612","2011-2013","Traverse","All","All Ages 35+ Combined                                                 ","(29.4 - 63.0)","(20.4 - 47.5)","43.9","31.8","29",,
"27155","6430","2013-2015","Traverse","All","All Ages 35+ Combined                                                 ","(28.9 - 62.9)","(19.9 - 49.7)","43.5","32.4","28",,
"27155","6101","2015-2017","Traverse","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","57.4","50.6","35",,
"27155","5985","2016-2018","Traverse","All","All Ages 35+ Combined                                                 ","(40.5 - 81.0)","(33.9 - 75.3)","58.2","51.6","34.84",,
"27155","6117","2017-2019","Traverse","All","All Ages 35+ Combined                                                 ","(43.5 - 84.6)","(32.0 - 68.4)","61.5","47.7","37.64",,
"27155","6218","2018-2020","Traverse","All","All Ages 35+ Combined                                                 ","(47.9 - 90.3)","(32.3 - 66.1)","66.7","47","41.45",,
"27155","2045","2020","Traverse","All","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27157","38194","2008-2010","Wabasha","All","All Ages 35+ Combined                                                 ","(22.0 - 32.5)","(18.6 - 27.8)","27.2","23.2","104",,
"27157","38399","2011-2013","Wabasha","All","All Ages 35+ Combined                                                 ","(24.0 - 34.9)","(20.0 - 29.4)","29.4","24.7","113",,
"27157","38335","2013-2015","Wabasha","All","All Ages 35+ Combined                                                 ","(21.0 - 31.2)","(17.3 - 26.1)","26.1","21.7","100",,
"27157","37662","2015-2017","Wabasha","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","33.1","34.3","124.71",,
"27157","38357","2016-2018","Wabasha","All","All Ages 35+ Combined                                                 ","(31.0 - 43.2)","(28.0 - 41.4)","37.1","34.7","142.21",,
"27157","38965","2017-2019","Wabasha","All","All Ages 35+ Combined                                                 ","(30.9 - 43.0)","(25.1 - 35.5)","36.9","30.3","143.95",,
"27157","39578","2018-2020","Wabasha","All","All Ages 35+ Combined                                                 ","(34.8 - 47.5)","(26.9 - 37.2)","41.1","32","162.82",,
"27157","13202","2020","Wabasha","All","All Ages 35+ Combined                                                 ","(26.9 - 48.4)","(20.5 - 37.6)","36.5","28.1","48.18",,
"27159","23329","2008-2010","Wadena","All","All Ages 35+ Combined                                                 ","(38.3 - 56.0)","(29.6 - 44.0)","47.2","36.8","110",,
"27159","24136","2011-2013","Wadena","All","All Ages 35+ Combined                                                 ","(33.7 - 50.0)","(24.3 - 36.7)","41.8","30.5","101",,
"27159","23988","2013-2015","Wadena","All","All Ages 35+ Combined                                                 ","(34.6 - 51.2)","(26.8 - 40.9)","42.9","33.9","103",,
"27159","22949","2015-2017","Wadena","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","33.3","29.6","76.38",,
"27159","22652","2016-2018","Wadena","All","All Ages 35+ Combined                                                 ","(27.5 - 43.3)","(24.0 - 40.2)","34.7","31.3","78.68",,
"27159","23043","2017-2019","Wadena","All","All Ages 35+ Combined                                                 ","(30.5 - 46.8)","(23.1 - 36.2)","38","29.1","87.57",,
"27159","23401","2018-2020","Wadena","All","All Ages 35+ Combined                                                 ","(29.3 - 45.2)","(22.7 - 35.8)","36.6","28.7","85.63",,
"27159","7784","2020","Wadena","All","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27161","31245","2008-2010","Waseca","All","All Ages 35+ Combined                                                 ","(29.8 - 43.2)","(25.8 - 37.9)","36.5","31.9","114",,
"27161","32056","2011-2013","Waseca","All","All Ages 35+ Combined                                                 ","(29.9 - 43.1)","(24.9 - 36.4)","36.5","30.7","117",,
"27161","32105","2013-2015","Waseca","All","All Ages 35+ Combined                                                 ","(37.5 - 52.2)","(31.7 - 44.5)","44.9","38.1","144",,
"27161","31063","2015-2017","Waseca","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","37","35.5","115.04",,
"27161","30945","2016-2018","Waseca","All","All Ages 35+ Combined                                                 ","(28.0 - 41.1)","(27.6 - 43.7)","34.6","35.7","106.92",,
"27161","31341","2017-2019","Waseca","All","All Ages 35+ Combined                                                 ","(32.0 - 45.8)","(27.8 - 40.5)","38.9","34.2","122.01",,
"27161","31768","2018-2020","Waseca","All","All Ages 35+ Combined                                                 ","(31.6 - 45.3)","(26.8 - 38.9)","38.4","32.8","122.1",,
"27161","10601","2020","Waseca","All","All Ages 35+ Combined                                                 ","(23.7 - 46.9)","(19.9 - 40.7)","33.9","29","35.9",,
"27163","371983","2008-2010","Washington","All","All Ages 35+ Combined                                                 ","(24.0 - 27.2)","(28.2 - 32.2)","25.6","30.2","953",,
"27163","399921","2011-2013","Washington","All","All Ages 35+ Combined                                                 ","(23.7 - 26.8)","(24.5 - 27.9)","25.3","26.2","1011",,
"27163","410893","2013-2015","Washington","All","All Ages 35+ Combined                                                 ","(25.4 - 28.6)","(25.4 - 28.7)","27","27.1","1111",,
"27163","410133","2015-2017","Washington","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","22.1","25.3","905.86",,
"27163","420474","2016-2018","Washington","All","All Ages 35+ Combined                                                 ","(21.3 - 24.1)","(22.6 - 26.3)","22.7","24.4","954.73",,
"27163","426985","2017-2019","Washington","All","All Ages 35+ Combined                                                 ","(20.8 - 23.6)","(20.0 - 22.9)","22.2","21.4","947.06",,
"27163","433556","2018-2020","Washington","All","All Ages 35+ Combined                                                 ","(23.4 - 26.4)","(21.7 - 24.5)","24.9","23.1","1080.92",,
"27163","145260","2020","Washington","All","All Ages 35+ Combined                                                 ","(21.1 - 26.1)","(19.3 - 23.9)","23.6","21.6","343.44",,
"27165","18773","2008-2010","Watonwan","All","All Ages 35+ Combined                                                 ","(24.9 - 41.7)","(16.9 - 29.2)","32.5","22.4","61",,
"27165","19010","2011-2013","Watonwan","All","All Ages 35+ Combined                                                 ","(27.3 - 44.8)","(20.6 - 34.5)","35.2","26.9","67",,
"27165","18724","2013-2015","Watonwan","All","All Ages 35+ Combined                                                 ","(28.2 - 46.0)","(21.3 - 35.8)","36.3","27.9","68",,
"27165","17931","2015-2017","Watonwan","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","34","29.8","60.89",,
"27165","17999","2016-2018","Watonwan","All","All Ages 35+ Combined                                                 ","(25.9 - 43.6)","(21.5 - 38.9)","33.9","29.2","61.05",,
"27165","18221","2017-2019","Watonwan","All","All Ages 35+ Combined                                                 ","(25.7 - 43.1)","(21.0 - 37.0)","33.5","28.2","61.13",,
"27165","18507","2018-2020","Watonwan","All","All Ages 35+ Combined                                                 ","(25.6 - 42.9)","(20.4 - 35.9)","33.4","27.3","61.9",,
"27165","6172","2020","Watonwan","All","All Ages 35+ Combined                                                 ","(20.9 - 51.8)","(16.8 - 44.8)","33.8","28.3","20.87",,
"27167","11326","2008-2010","Wilkin","All","All Ages 35+ Combined                                                 ","(35.8 - 62.2)","(28.1 - 49.7)","47.7","37.8","54",,
"27167","11557","2011-2013","Wilkin","All","All Ages 35+ Combined                                                 ","(18.2 - 38.1)","(15.0 - 32.0)","26.8","22.4","31",,
"27167","11442","2013-2015","Wilkin","All","All Ages 35+ Combined                                                 ","(23.5 - 45.6)","(19.5 - 38.5)","33.2","27.8","38",,
"27167","11054","2015-2017","Wilkin","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","49.1","48.2","54.26",,
"27167","10874","2016-2018","Wilkin","All","All Ages 35+ Combined                                                 ","(43.4 - 72.6)","(44.3 - 79.9)","56.6","60.2","61.55",,
"27167","11052","2017-2019","Wilkin","All","All Ages 35+ Combined                                                 ","(44.8 - 74.2)","(36.7 - 62.3)","58.1","48.2","64.24",,
"27167","11261","2018-2020","Wilkin","All","All Ages 35+ Combined                                                 ","(48.6 - 78.7)","(37.8 - 63.3)","62.3","49.4","70.18",,
"27167","3772","2020","Wilkin","All","All Ages 35+ Combined                                                 ","(33.3 - 83.2)","(24.5 - 66.5)","54.1","41.8","20.42",,
"27169","73225","2008-2010","Winona","All","All Ages 35+ Combined                                                 ","(20.7 - 27.9)","(17.0 - 23.1)","24.3","20.1","178",,
"27169","74464","2011-2013","Winona","All","All Ages 35+ Combined                                                 ","(16.2 - 22.5)","(12.9 - 18.1)","19.3","15.5","144",,
"27169","75171","2013-2015","Winona","All","All Ages 35+ Combined                                                 ","(14.4 - 20.4)","(11.5 - 16.5)","17.4","14","131",,
"27169","73644","2015-2017","Winona","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","13.3","12.8","97.82",,
"27169","74427","2016-2018","Winona","All","All Ages 35+ Combined                                                 ","(10.7 - 16.0)","(10.1 - 16.3)","13.1","12.9","97.72",,
"27169","75618","2017-2019","Winona","All","All Ages 35+ Combined                                                 ","(10.2 - 15.4)","(8.9 - 13.7)","12.6","11.1","95.13",,
"27169","76773","2018-2020","Winona","All","All Ages 35+ Combined                                                 ","(11.3 - 16.5)","(9.2 - 13.7)","13.9","11.4","106.8",,
"27169","25594","2020","Winona","All","All Ages 35+ Combined                                                 ","(10.4 - 20.2)","(8.3 - 16.5)","14.7","11.9","37.6",,
"27171","176877","2008-2010","Wright","All","All Ages 35+ Combined                                                 ","(21.7 - 26.3)","(24.6 - 29.9)","24","27.3","424",,
"27171","193402","2011-2013","Wright","All","All Ages 35+ Combined                                                 ","(20.7 - 25.0)","(22.3 - 27.0)","22.9","24.6","442",,
"27171","200811","2013-2015","Wright","All","All Ages 35+ Combined                                                 ","(25.3 - 29.9)","(26.0 - 30.9)","27.6","28.4","555",,
"27171","202117","2015-2017","Wright","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","25.8","31.9","520.93",,
"27171","208387","2016-2018","Wright","All","All Ages 35+ Combined                                                 ","(23.3 - 27.6)","(26.3 - 32.2)","25.5","29.3","530.57",,
"27171","211783","2017-2019","Wright","All","All Ages 35+ Combined                                                 ","(24.0 - 28.3)","(24.5 - 29.2)","26.1","26.9","553.58",,
"27171","215084","2018-2020","Wright","All","All Ages 35+ Combined                                                 ","(25.1 - 29.5)","(25.0 - 29.5)","27.3","27.2","587.16",,
"27171","72129","2020","Wright","All","All Ages 35+ Combined                                                 ","(21.2 - 28.5)","(21.2 - 28.7)","24.9","24.9","179.38",,
"27173","17927","2008-2010","Yellow Medicine","All","All Ages 35+ Combined                                                 ","(39.4 - 60.5)","(27.8 - 44.3)","49.1","35.4","88",,
"27173","17835","2011-2013","Yellow Medicine","All","All Ages 35+ Combined                                                 ","(34.1 - 54.0)","(26.0 - 42.5)","43.2","33.5","77",,
"27173","17507","2013-2015","Yellow Medicine","All","All Ages 35+ Combined                                                 ","(29.2 - 48.0)","(22.3 - 38.1)","37.7","29.5","66",,
"27173","16672","2015-2017","Yellow Medicine","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","25.6","20.8","42.66",,
"27173","16452","2016-2018","Yellow Medicine","All","All Ages 35+ Combined                                                 ","(17.3 - 33.0)","(14.3 - 30.1)","24.2","21.1","39.87",,
"27173","16784","2017-2019","Yellow Medicine","All","All Ages 35+ Combined                                                 ","(24.5 - 42.4)","(19.5 - 35.2)","32.6","26.5","54.64",,
"27173","17067","2018-2020","Yellow Medicine","All","All Ages 35+ Combined                                                 ","(27.3 - 45.8)","(20.5 - 35.9)","35.7","27.4","60.85",,
"27173","5676","2020","Yellow Medicine","All","All Ages 35+ Combined                                                 ","null","null","null","null","null",,

*To protect an individual's privacy hospitalizations and ED visit counts from 1 to 5 are suppressed if the underlying population is less than or equal to 100000.
UR = Unstable Rate. Rates based on numerators less than or equal to 20 may be unstable and should be interpreted with caution.
** Person-years is equal to the sum of the population for each year.

Source:
Minnesota Public Health Data Access
Minnesota Environmental Public Health Tracking Program
Minnesota Department of Health
P.O. Box 64882
"St. Paul, MN 55164-0882"
Phone: (651) 201-5900 or toll free: 1-800-205-4987
Fax: (651) 201-5926
E-mail: tracking.health@state.mn.us
Web: http://health.mn.gov/mndata 

