pwsId,year,analyteCode,pwsName,countyServed,cityServed,waterSource,mean,max,populationServed,fips
1720005,2004,Arsenic,Green Isle,Sibley,Green Isle,Groundwater,0.9 ug/L,1.3 ug/L,559,27143
1720006,2004,Arsenic,Henderson,Sibley,Henderson,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),886,27143
1720006,2004,Arsenic,Henderson,Sibley,Henderson,Groundwater,1.07 ug/L,1.07 ug/L,886,27143
1720007,2004,Arsenic,New Auburn,Sibley,New Auburn,Groundwater,17.6 ug/L,17.6 ug/L,456,27143
1720007,2004,Arsenic,New Auburn,Sibley,New Auburn,Groundwater,15.1 ug/L,15.3 ug/L,456,27143
1720008,2004,Arsenic,Winthrop,Sibley,Winthrop,Groundwater,1.67 ug/L,1.67 ug/L,1399,27143
1720008,2004,Arsenic,Winthrop,Sibley,Winthrop,Groundwater,1.49 ug/L,1.49 ug/L,1399,27143
1730001,2004,Arsenic,Albany,Stearns,Albany,Groundwater,null,null,2531,27145
1730001,2004,Arsenic,Albany,Stearns,Albany,Groundwater,null,null,2531,27145
1730002,2004,Arsenic,Avon,Stearns,Avon,Groundwater,5.59 ug/L,5.59 ug/L,1414,27145
1730002,2004,Arsenic,Avon,Stearns,Avon,Groundwater,5.51 ug/L,5.51 ug/L,1414,27145
1730059,2004,Arsenic,Evergreen Hills Mobile Home Park,Stearns,Avon,Groundwater,1.37 ug/L,2.6 ug/L,144,27145
1730059,2004,Arsenic,Evergreen Hills Mobile Home Park,Stearns,Avon,Groundwater,1.37 ug/L,2.6 ug/L,144,27145
1730004,2004,Arsenic,Belgrade,Stearns,Belgrade,Groundwater,null,null,722,27145
1730004,2004,Arsenic,Belgrade,Stearns,Belgrade,Groundwater,null,null,722,27145
1730005,2004,Arsenic,Brooten,Stearns,Brooten,Groundwater,null,null,745,27145
1730005,2004,Arsenic,Brooten,Stearns,Brooten,Groundwater,4.05 ug/L,4.96 ug/L,745,27145
1730006,2004,Arsenic,Cold Spring,Stearns,Cold Spring,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),4053,27145
1730006,2004,Arsenic,Cold Spring,Stearns,Cold Spring,Groundwater,1.18 ug/L,1.84 ug/L,4053,27145
1730009,2004,Arsenic,Saint John's University,Stearns,Collegeville,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2500,27145
1730009,2004,Arsenic,Saint John's University,Stearns,Collegeville,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2500,27145
1730013,2004,Arsenic,Freeport,Stearns,Freeport,Groundwater,7.4 ug/L,14.3 ug/L,636,27145
1730013,2004,Arsenic,Freeport,Stearns,Freeport,Groundwater,7.4 ug/L,14.3 ug/L,636,27145
1730014,2004,Arsenic,Holdingford,Stearns,Holdingford,Groundwater,2.31 ug/L,2.31 ug/L,770,27145
1730014,2004,Arsenic,Holdingford,Stearns,Holdingford,Groundwater,2.31 ug/L,2.31 ug/L,770,27145
1730015,2004,Arsenic,Kimball,Stearns,Kimball,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),762,27145
1730015,2004,Arsenic,Kimball,Stearns,Kimball,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),762,27145
1730061,2004,Arsenic,Grove Place Apartments,Stearns,Meire Grove,Groundwater,2.47 ug/L,2.47 ug/L,25,27145
1730061,2004,Arsenic,Grove Place Apartments,Stearns,Meire Grove,Groundwater,2.47 ug/L,2.47 ug/L,25,27145
1730016,2004,Arsenic,Melrose,Stearns,Melrose,Groundwater,0.87 ug/L,1.23 ug/L,3632,27145
1730016,2004,Arsenic,Melrose,Stearns,Melrose,Groundwater,0.87 ug/L,1.23 ug/L,3632,27145
1730017,2004,Arsenic,New Munich,Stearns,New Munich,Groundwater,2.06 ug/L,2.06 ug/L,364,27145
1730017,2004,Arsenic,New Munich,Stearns,New Munich,Groundwater,2.06 ug/L,2.06 ug/L,364,27145
1730018,2004,Arsenic,Paynesville,Stearns,Paynesville,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2298,27145
1730018,2004,Arsenic,Paynesville,Stearns,Paynesville,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2298,27145
1730053,2004,Arsenic,Riverview North Apartments,Stearns,Rice,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),48,27145
1730053,2004,Arsenic,Riverview North Apartments,Stearns,Rice,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),48,27145
1730022,2004,Arsenic,Richmond,Stearns,Richmond,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1422,27145
1730022,2004,Arsenic,Richmond,Stearns,Richmond,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1422,27145
1730026,2004,Arsenic,Rockville,Stearns,Rockville,Groundwater,5.17 ug/L,9.14 ug/L,751,27145
1730026,2004,Arsenic,Rockville,Stearns,Rockville,Groundwater,5.17 ug/L,9.14 ug/L,751,27145
1730043,2004,Arsenic,Roscoe,Stearns,Roscoe,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),114,27145
1730043,2004,Arsenic,Roscoe,Stearns,Roscoe,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),114,27145
1730036,2004,Arsenic,Sartell,Stearns,Sartell,Groundwater,0.82 ug/L,1.14 ug/L,16183,27145
1730036,2004,Arsenic,Sartell,Stearns,Sartell,Groundwater,0.82 ug/L,1.14 ug/L,16183,27145
1730037,2004,Arsenic,Sauk Centre,Stearns,Sauk Centre,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),4317,27145
1730037,2004,Arsenic,Sauk Centre,Stearns,Sauk Centre,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),4317,27145
1730038,2004,Arsenic,Big Sauk Lake Mobile Home Park,Stearns,Sauk Centre,Groundwater,21.2 ug/L,21.2 ug/L,100,27145
1730038,2004,Arsenic,Big Sauk Lake Mobile Home Park,Stearns,Sauk Centre,Groundwater,21.2 ug/L,21.2 ug/L,100,27145
1730012,2004,Arsenic,Clearwater Forest Mobile Home Park,Stearns,South Haven,Groundwater,1.82 ug/L,1.82 ug/L,367,27145
1730012,2004,Arsenic,Clearwater Forest Mobile Home Park,Stearns,South Haven,Groundwater,1.82 ug/L,1.82 ug/L,367,27145
1730052,2004,Arsenic,"Clearwater Harbor Property, Incorporated",Stearns,South Haven,Groundwater,3.3 ug/L,3.3 ug/L,70,27145
1730052,2004,Arsenic,"Clearwater Harbor Property, Incorporated",Stearns,South Haven,Groundwater,3.3 ug/L,3.3 ug/L,70,27145
1730063,2004,Arsenic,Saint Augusta,Stearns,St. Augusta,Purchased Surface Water,0.5 ug/L,0.5 ug/L,1400,27145
1730063,2004,Arsenic,Saint Augusta,Stearns,St. Augusta,Purchased Surface Water,0.5 ug/L,0.5 ug/L,1400,27145
1730027,2004,Arsenic,Saint Cloud,Stearns,St. Cloud,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),66169,27145
1730027,2004,Arsenic,Saint Cloud,Stearns,St. Cloud,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),66169,27145
1730028,2004,Arsenic,Shady Oaks Mobile Home Park,Stearns,St. Cloud,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),40,27145
1730028,2004,Arsenic,Shady Oaks Mobile Home Park,Stearns,St. Cloud,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),40,27145
1730030,2004,Arsenic,Bel Clare Estates,Stearns,St. Cloud,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),900,27145
1730030,2004,Arsenic,Bel Clare Estates,Stearns,St. Cloud,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),900,27145
1730060,2004,Arsenic,Crestwood Hills Addition,Stearns,St. Cloud,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),40,27145
1730060,2004,Arsenic,Crestwood Hills Addition,Stearns,St. Cloud,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),40,27145
1730033,2004,Arsenic,Saint Joseph,Stearns,St. Joseph,Groundwater,2.46 ug/L,2.46 ug/L,6629,27145
1730033,2004,Arsenic,Saint Joseph,Stearns,St. Joseph,Groundwater,2.46 ug/L,2.46 ug/L,6629,27145
1730034,2004,Arsenic,College of St. Benedict,Stearns,St. Joseph,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1600,27145
1730034,2004,Arsenic,College of St. Benedict,Stearns,St. Joseph,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1600,27145
1730051,2004,Arsenic,Wildwood Manor,Stearns,St. Joseph,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),36,27145
1730051,2004,Arsenic,Wildwood Manor,Stearns,St. Joseph,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),36,27145
1730035,2004,Arsenic,Saint Martin,Stearns,St. Martin,Groundwater,1.87 ug/L,1.87 ug/L,343,27145
1730035,2004,Arsenic,Saint Martin,Stearns,St. Martin,Groundwater,1.87 ug/L,1.87 ug/L,343,27145
1730039,2004,Arsenic,Waite Park,Stearns,Waite Park,Groundwater,null,null,7372,27145
1730039,2004,Arsenic,Waite Park,Stearns,Waite Park,Groundwater,2.69 ug/L,2.69 ug/L,7372,27145
1740001,2004,Arsenic,Blooming Prairie,Steele,Blooming Prairie,Groundwater,1.1 ug/L,1.1 ug/L,1963,27147
1740001,2004,Arsenic,Blooming Prairie,Steele,Blooming Prairie,Groundwater,1.1 ug/L,1.1 ug/L,1963,27147
1740003,2004,Arsenic,Ellendale,Steele,Ellendale,Groundwater,null,null,636,27147
1740003,2004,Arsenic,Ellendale,Steele,Ellendale,Groundwater,null,null,636,27147
1740008,2004,Arsenic,Thompson Oaks,Steele,Ellendale,Groundwater,null,null,51,27147
1740008,2004,Arsenic,Thompson Oaks,Steele,Ellendale,Groundwater,null,null,51,27147
1740004,2004,Arsenic,Hope Water Cooperative,Steele,Hope,Groundwater,1.0 ug/L,1.0 ug/L,50,27147
1740004,2004,Arsenic,Hope Water Cooperative,Steele,Hope,Groundwater,1.0 ug/L,1.0 ug/L,50,27147
1740005,2004,Arsenic,Medford,Steele,Medford,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1200,27147
1740005,2004,Arsenic,Medford,Steele,Medford,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1200,27147
1740006,2004,Arsenic,Lazy U Community,Steele,Medford,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),426,27147
1740006,2004,Arsenic,Lazy U Community,Steele,Medford,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),426,27147
1740007,2004,Arsenic,Owatonna,Steele,Owatonna,Groundwater,0.62 ug/L,1.24 ug/L,25599,27147
1740007,2004,Arsenic,Owatonna,Steele,Owatonna,Groundwater,0.62 ug/L,1.24 ug/L,25599,27147
1750001,2004,Arsenic,Alberta,Stevens,Alberta,Purchased Groundwater,0.5 ug/L,0.5 ug/L,143,27149
1750001,2004,Arsenic,Alberta,Stevens,Alberta,Purchased Groundwater,0.5 ug/L,0.5 ug/L,143,27149
1750002,2004,Arsenic,Chokio,Stevens,Chokio,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),400,27149
1750002,2004,Arsenic,Chokio,Stevens,Chokio,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),400,27149
1750003,2004,Arsenic,Donnelly,Stevens,Donnelly,Groundwater,2.5 ug/L,2.5 ug/L,242,27149
1750003,2004,Arsenic,Donnelly,Stevens,Donnelly,Groundwater,2.5 ug/L,2.5 ug/L,242,27149
1750004,2004,Arsenic,Hancock,Stevens,Hancock,Groundwater,2.81 ug/L,2.81 ug/L,707,27149
1750004,2004,Arsenic,Hancock,Stevens,Hancock,Groundwater,2.81 ug/L,2.81 ug/L,707,27149
1750005,2004,Arsenic,Morris,Stevens,Morris,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),5205,27149
1750005,2004,Arsenic,Morris,Stevens,Morris,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),5205,27149
1690001,2004,Arsenic,White Township,St. Louis,Aurora,Purchased Surface Water,0.5 ug/L,0.5 ug/L,33,27137
1690001,2004,Arsenic,White Township,St. Louis,Aurora,Purchased Surface Water,0.5 ug/L,0.5 ug/L,33,27137
1690002,2004,Arsenic,Aurora,St. Louis,Aurora,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),2225,27137
1690002,2004,Arsenic,Aurora,St. Louis,Aurora,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),2225,27137
1690060,2004,Arsenic,Scenic Acres,St. Louis,Aurora,Groundwater,null,null,110,27137
1690060,2004,Arsenic,Scenic Acres,St. Louis,Aurora,Groundwater,null,null,110,27137
1690003,2004,Arsenic,Babbitt,St. Louis,Babbitt,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1200,27137
1690003,2004,Arsenic,Babbitt,St. Louis,Babbitt,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1200,27137
1690004,2004,Arsenic,Biwabik,St. Louis,Biwabik,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),969,27137
1690004,2004,Arsenic,Biwabik,St. Louis,Biwabik,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),969,27137
1690006,2004,Arsenic,Buhl,St. Louis,Buhl,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1000,27137
1690006,2004,Arsenic,Buhl,St. Louis,Buhl,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1000,27137
1690007,2004,Arsenic,Chisholm,St. Louis,Chisholm,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),4960,27137
1690007,2004,Arsenic,Chisholm,St. Louis,Chisholm,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),4960,27137
1690009,2004,Arsenic,Cook,St. Louis,Cook,Groundwater,3.6 ug/L,3.6 ug/L,574,27137
1690009,2004,Arsenic,Cook,St. Louis,Cook,Groundwater,3.6 ug/L,3.6 ug/L,574,27137
1690011,2004,Arsenic,Duluth,St. Louis,Duluth,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),86211,27137
1690011,2004,Arsenic,Duluth,St. Louis,Duluth,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),86211,27137
1690049,2004,Arsenic,Rice Lake Township,St. Louis,Duluth,Purchased Surface Water,0.5 ug/L,0.5 ug/L,1323,27137
1690049,2004,Arsenic,Rice Lake Township,St. Louis,Duluth,Purchased Surface Water,0.5 ug/L,0.5 ug/L,1323,27137
1690014,2004,Arsenic,Ely,St. Louis,Ely,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),3616,27137
1690014,2004,Arsenic,Ely,St. Louis,Ely,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),3616,27137
1690018,2004,Arsenic,Eveleth,St. Louis,Eveleth,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),3770,27137
1690018,2004,Arsenic,Eveleth,St. Louis,Eveleth,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),3770,27137
1690058,2004,Arsenic,Fayal Township,St. Louis,Eveleth,Purchased Surface Water,0.5 ug/L,0.5 ug/L,456,27137
1690058,2004,Arsenic,Fayal Township,St. Louis,Eveleth,Purchased Surface Water,0.5 ug/L,0.5 ug/L,456,27137
1690048,2004,Arsenic,Floodwood,St. Louis,Floodwood,Groundwater,1.28 ug/L,1.28 ug/L,501,27137
1690048,2004,Arsenic,Floodwood,St. Louis,Floodwood,Groundwater,1.28 ug/L,1.28 ug/L,501,27137
1690020,2004,Arsenic,Gilbert,St. Louis,Gilbert,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1799,27137
1690020,2004,Arsenic,Gilbert,St. Louis,Gilbert,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1799,27137
1690043,2004,Arsenic,Hermantown,St. Louis,Hermantown,Purchased Surface Water,0.5 ug/L,0.5 ug/L,5055,27137
1690043,2004,Arsenic,Hermantown,St. Louis,Hermantown,Purchased Surface Water,0.5 ug/L,0.5 ug/L,5055,27137
1690022,2004,Arsenic,Hibbing,St. Louis,Hibbing,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),16287,27137
1690022,2004,Arsenic,Hibbing,St. Louis,Hibbing,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),16287,27137
1690028,2004,Arsenic,Hoyt Lakes,St. Louis,Hoyt Lakes,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),2017,27137
1690028,2004,Arsenic,Hoyt Lakes,St. Louis,Hoyt Lakes,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),2017,27137
1690008,2004,Arsenic,Forbes Mobile Home Park,St. Louis,Iron,Groundwater,4.0 ug/L,4.0 ug/L,70,27137
1690008,2004,Arsenic,Forbes Mobile Home Park,St. Louis,Iron,Groundwater,4.0 ug/L,4.0 ug/L,70,27137
1690029,2004,Arsenic,Iron Junction,St. Louis,Iron,Groundwater,3.7 ug/L,3.7 ug/L,87,27137
1690029,2004,Arsenic,Iron Junction,St. Louis,Iron,Groundwater,3.7 ug/L,3.7 ug/L,87,27137
1690031,2004,Arsenic,Kinney,St. Louis,Kinney,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),152,27137
1690031,2004,Arsenic,Kinney,St. Louis,Kinney,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),152,27137
1690033,2004,Arsenic,McKinley,St. Louis,McKinley,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),110,27137
1690033,2004,Arsenic,McKinley,St. Louis,McKinley,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),110,27137
1690034,2004,Arsenic,Meadowlands,St. Louis,Meadowlands,Groundwater,1.52 ug/L,1.52 ug/L,111,27137
1690034,2004,Arsenic,Meadowlands,St. Louis,Meadowlands,Groundwater,1.52 ug/L,1.52 ug/L,111,27137
1690035,2004,Arsenic,Mountain Iron,St. Louis,Mountain Iron,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2869,27137
1690035,2004,Arsenic,Mountain Iron,St. Louis,Mountain Iron,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2869,27137
1690038,2004,Arsenic,Orr,St. Louis,Orr,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),249,27137
1690038,2004,Arsenic,Orr,St. Louis,Orr,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),249,27137
1690042,2004,Arsenic,Proctor,St. Louis,Proctor,Purchased Surface Water,0.5 ug/L,0.5 ug/L,3057,27137
1690042,2004,Arsenic,Proctor,St. Louis,Proctor,Purchased Surface Water,0.5 ug/L,0.5 ug/L,3057,27137
1690045,2004,Arsenic,Breitung,St. Louis,Soudan,Groundwater,1.7 ug/L,1.7 ug/L,485,27137
1690045,2004,Arsenic,Breitung,St. Louis,Soudan,Groundwater,1.7 ug/L,1.7 ug/L,485,27137
1690051,2004,Arsenic,Tower,St. Louis,Tower,Purchased Groundwater,1.7 ug/L,1.7 ug/L,500,27137
1690051,2004,Arsenic,Tower,St. Louis,Tower,Purchased Groundwater,1.7 ug/L,1.7 ug/L,500,27137
1690046,2004,Arsenic,Virginia,St. Louis,Virginia,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),8712,27137
1690046,2004,Arsenic,Virginia,St. Louis,Virginia,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),8712,27137
1690057,2004,Arsenic,Winton,St. Louis,Winton,Groundwater,2.42 ug/L,2.42 ug/L,173,27137
1690057,2004,Arsenic,Winton,St. Louis,Winton,Groundwater,5.18 ug/L,5.18 ug/L,173,27137
1760001,2004,Arsenic,Appleton,Swift,Appleton,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1412,27151
1760001,2004,Arsenic,Appleton,Swift,Appleton,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1412,27151
1760008,2004,Arsenic,Benson,Swift,Benson,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),3240,27151
1760008,2004,Arsenic,Benson,Swift,Benson,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),3240,27151
1760004,2004,Arsenic,DeGraff,Swift,DeGraff,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),121,27151
1760004,2004,Arsenic,DeGraff,Swift,DeGraff,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),121,27151
1760005,2004,Arsenic,Holloway,Swift,Holloway,Groundwater,null,null,92,27151
1760005,2004,Arsenic,Holloway,Swift,Holloway,Groundwater,null,null,92,27151
1760006,2004,Arsenic,Kerkhoven,Swift,Kerkhoven,Groundwater,8.45 ug/L,8.9 ug/L,759,27151
1760006,2004,Arsenic,Kerkhoven,Swift,Kerkhoven,Groundwater,8.45 ug/L,8.9 ug/L,759,27151
1760007,2004,Arsenic,Murdock,Swift,Murdock,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),282,27151
1760007,2004,Arsenic,Murdock,Swift,Murdock,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),282,27151
1770001,2004,Arsenic,Bertha,Todd,Bertha,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),492,27153
1770001,2004,Arsenic,Bertha,Todd,Bertha,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),492,27153
1770002,2004,Arsenic,Browerville,Todd,Browerville,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),790,27153
1770002,2004,Arsenic,Browerville,Todd,Browerville,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),790,27153
1770003,2004,Arsenic,Clarissa,Todd,Clarissa,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),681,27153
1770003,2004,Arsenic,Clarissa,Todd,Clarissa,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),681,27153
1770004,2004,Arsenic,Eagle Bend,Todd,Eagle Bend,Groundwater,0.8 ug/L (ND),0.8 ug/L (ND),535,27153
1770004,2004,Arsenic,Eagle Bend,Todd,Eagle Bend,Groundwater,0.8 ug/L (ND),0.8 ug/L (ND),535,27153
1770005,2004,Arsenic,Grey Eagle,Todd,Grey Eagle,Groundwater,6.0 ug/L,6.0 ug/L,348,27153
1770005,2004,Arsenic,Grey Eagle,Todd,Grey Eagle,Groundwater,6.0 ug/L,6.0 ug/L,348,27153
1770015,2004,Arsenic,Hewitt,Todd,Hewitt,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),266,27153
1770015,2004,Arsenic,Hewitt,Todd,Hewitt,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),266,27153
1770007,2004,Arsenic,Long Prairie,Todd,Long Prairie,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),3080,27153
1770007,2004,Arsenic,Long Prairie,Todd,Long Prairie,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),3080,27153
1770011,2004,Arsenic,Staples,Todd,Staples,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2968,27153
1770011,2004,Arsenic,Staples,Todd,Staples,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2968,27153
1780001,2004,Arsenic,Browns Valley,Traverse,Browns Valley,Groundwater,1.34 ug/L,1.34 ug/L,589,27155
1780001,2004,Arsenic,Browns Valley,Traverse,Browns Valley,Groundwater,1.34 ug/L,1.34 ug/L,589,27155
1780002,2004,Arsenic,Dumont,Traverse,Dumont,Groundwater,28.0 ug/L,38.0 ug/L,90,27155
1780002,2004,Arsenic,Dumont,Traverse,Dumont,Groundwater,28.0 ug/L,38.0 ug/L,90,27155
1780003,2004,Arsenic,Tintah,Traverse,Tintah,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),57,27155
1780003,2004,Arsenic,Tintah,Traverse,Tintah,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),57,27155
1780004,2004,Arsenic,Wheaton,Traverse,Wheaton,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1424,27155
1780004,2004,Arsenic,Wheaton,Traverse,Wheaton,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1424,27155
1790001,2004,Arsenic,Elgin,Wabasha,Elgin,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1089,27157
1790001,2004,Arsenic,Elgin,Wabasha,Elgin,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1089,27157
1790002,2004,Arsenic,Hammond,Wabasha,Hammond,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),110,27157
1790002,2004,Arsenic,Hammond,Wabasha,Hammond,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),110,27157
1790003,2004,Arsenic,Kellogg,Wabasha,Kellogg,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),469,27157
1790003,2004,Arsenic,Kellogg,Wabasha,Kellogg,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),469,27157
1790004,2004,Arsenic,Lake City,Wabasha,Lake City,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),5339,27157
1790004,2004,Arsenic,Lake City,Wabasha,Lake City,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),5339,27157
1790009,2004,Arsenic,Mazeppa,Wabasha,Mazeppa,Groundwater,null,null,842,27157
1790009,2004,Arsenic,Mazeppa,Wabasha,Mazeppa,Groundwater,null,null,842,27157
1790016,2004,Arsenic,"Hiawatha Estates, Subds. I, II & III",Wabasha,Mazeppa,Groundwater,null,null,95,27157
1790016,2004,Arsenic,"Hiawatha Estates, Subds. I, II & III",Wabasha,Mazeppa,Groundwater,null,null,95,27157
1790010,2004,Arsenic,Millville,Wabasha,Millville,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),171,27157
1790010,2004,Arsenic,Millville,Wabasha,Millville,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),171,27157
1790012,2004,Arsenic,Plainview,Wabasha,Plainview,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),3340,27157
1790012,2004,Arsenic,Plainview,Wabasha,Plainview,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),3340,27157
1790013,2004,Arsenic,Wabasha,Wabasha,Wabasha,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2521,27157
1790013,2004,Arsenic,Wabasha,Wabasha,Wabasha,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2521,27157
1790015,2004,Arsenic,Zumbro Falls,Wabasha,Zumbro Falls,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),181,27157
1790015,2004,Arsenic,Zumbro Falls,Wabasha,Zumbro Falls,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),181,27157
1800001,2004,Arsenic,Menahga,Wadena,Menahga,Groundwater,2.0 ug/L,2.0 ug/L,1306,27159
1800001,2004,Arsenic,Menahga,Wadena,Menahga,Groundwater,2.0 ug/L,2.0 ug/L,1306,27159
1800002,2004,Arsenic,Sebeka,Wadena,Sebeka,Groundwater,4.63 ug/L,17.0 ug/L,676,27159
1800002,2004,Arsenic,Sebeka,Wadena,Sebeka,Groundwater,4.63 ug/L,17.0 ug/L,676,27159
1800003,2004,Arsenic,Verndale,Wadena,Verndale,Groundwater,0.87 ug/L,1.23 ug/L,559,27159
1800003,2004,Arsenic,Verndale,Wadena,Verndale,Groundwater,0.87 ug/L,1.23 ug/L,559,27159
1800004,2004,Arsenic,Wadena,Wadena,Wadena,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),4293,27159
1800004,2004,Arsenic,Wadena,Wadena,Wadena,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),4293,27159
1800005,2004,Arsenic,Bell Hill Recovery Center,Wadena,Wadena,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),100,27159
1800005,2004,Arsenic,Bell Hill Recovery Center,Wadena,Wadena,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),100,27159
