fips,location,year,type,age,sex,count,population,rate,unstable,ci,lci,uci
27043,Faribault,2015-2019,Bladder,All Ages,All,20,69005,17.3,FALSE,(10.4 - 28.1),10.4,28.1
27043,Faribault,2015-2019,Mesothelioma,All Ages,All,2,69005,1.6 (UR),TRUE,(0.2 - 7.8),0.2,7.8
27043,Faribault,2015-2019,Thyroid,All Ages,All,7,69005,10.8 (UR),TRUE,(4.2 - 22.7),4.2,22.7
27043,Faribault,2010-2014,Acute myeloid leukemia,All Ages,All,11,71321,9.1,FALSE,(4.5 - 17.7),4.5,17.7
27043,Faribault,2015-2019,Esophagus,All Ages,All,4,69005,4.0 (UR),TRUE,(1.0 - 11.6),1,11.6
27043,Faribault,2015-2019,Lung and bronchus,All Ages,All,56,69005,45.9,FALSE,(34.5 - 60.8),34.5,60.8
27043,Faribault,2010-2014,Leukemia,All Ages,All,28,71321,23.8,FALSE,(15.6 - 35.8),15.6,35.8
27043,Faribault,2015-2019,Colorectal,All Ages,All,63,69005,60.7,FALSE,(45.4 - 79.9),45.4,79.9
27043,Faribault,2015-2019,All cancer types combined,All Ages,All,493,69005,477.7,FALSE,(433.2 - 526.0),433.2,526
27043,Faribault,2010-2014,Brain and other nervous system,All Ages,All,9,71321,9.3 (UR),TRUE,(3.9 - 19.3),3.9,19.3
27043,Faribault,2010-2014,Melanoma,All Ages,All,30,71321,30.8,FALSE,(20.1 - 45.6),20.1,45.6
27043,Faribault,2010-2014,Esophagus,All Ages,All,6,71321,5.2 (UR),TRUE,(1.9 - 12.7),1.9,12.7
27043,Faribault,2010-2014,Chronic lymphocytic leukemia,All Ages,All,12,71321,9.3,FALSE,(4.7 - 17.6),4.7,17.6
27043,Faribault,2015-2019,Melanoma,All Ages,All,42,69005,49.1,FALSE,(34.0 - 68.7),34,68.7
27043,Faribault,2010-2014,Lung and bronchus,All Ages,All,68,71321,62.7,FALSE,(48.0 - 81.1),48,81.1
27043,Faribault,2010-2014,Mesothelioma,All Ages,All,2,71321,1.6 (UR),TRUE,(0.2 - 7.8),0.2,7.8
27043,Faribault,2010-2014,Larynx,All Ages,All,5,71321,4.6 (UR),TRUE,(1.5 - 12.1),1.5,12.1
27043,Faribault,2015-2019,Pancreas,All Ages,All,16,69005,13.8,FALSE,(7.8 - 23.7),7.8,23.7
27043,Faribault,2015-2019,Liver and bile duct,All Ages,All,3,69005,1.9 (UR),TRUE,(0.4 - 8.1),0.4,8.1
27043,Faribault,2010-2014,Non-Hodgkin lymphoma,All Ages,All,26,71321,24.2,FALSE,(15.4 - 36.8),15.4,36.8
27043,Faribault,2015-2019,Oral and pharyngeal,All Ages,All,18,69005,17.5,FALSE,(10.0 - 29.2),10,29.2
27043,Faribault,2010-2014,Oral and pharyngeal,All Ages,All,19,71321,18.3,FALSE,(10.8 - 29.7),10.8,29.7
27043,Faribault,2010-2014,Bladder,All Ages,All,29,71321,24,FALSE,(15.7 - 35.9),15.7,35.9
27043,Faribault,2015-2019,Kidney,All Ages,All,19,69005,21.3,FALSE,(12.1 - 34.9),12.1,34.9
27043,Faribault,2015-2019,Leukemia,All Ages,All,18,69005,17.7,FALSE,(10.1 - 29.5),10.1,29.5
27043,Faribault,2015-2019,Non-Hodgkin lymphoma,All Ages,All,24,69005,23,FALSE,(13.9 - 36.1),13.9,36.1
27043,Faribault,2010-2014,Liver and bile duct,All Ages,All,5,71321,4.2 (UR),TRUE,(1.3 - 11.2),1.3,11.2
27043,Faribault,2015-2019,Larynx,All Ages,All,3,69005,2.4 (UR),TRUE,(0.5 - 8.9),0.5,8.9
27045,Fillmore,2010-2014,Bladder,All Ages,All,36,104049,22.4,FALSE,(15.6 - 31.7),15.6,31.7
27045,Fillmore,2010-2014,Lung and bronchus,All Ages,All,73,104049,46.7,FALSE,(36.5 - 59.4),36.5,59.4
27045,Fillmore,2010-2014,Brain and other nervous system,All Ages,All,12,104049,8.3,FALSE,(4.2 - 15.2),4.2,15.2
27045,Fillmore,2015-2019,Brain and other nervous system,All Ages,All,18,104746,13.1,FALSE,(7.4 - 21.7),7.4,21.7
27045,Fillmore,2010-2014,Liver and bile duct,All Ages,All,6,104049,4.0 (UR),TRUE,(1.3 - 9.6),1.3,9.6
27045,Fillmore,2015-2019,Lung and bronchus,All Ages,All,66,104746,43.2,FALSE,(33.1 - 55.9),33.1,55.9
27045,Fillmore,2010-2014,Melanoma,All Ages,All,47,104049,36.1,FALSE,(26.1 - 48.8),26.1,48.8
27045,Fillmore,2015-2019,Leukemia,All Ages,All,32,104746,21.2,FALSE,(14.0 - 31.0),14,31
27045,Fillmore,2015-2019,Melanoma,All Ages,All,45,104746,34.9,FALSE,(24.9 - 47.7),24.9,47.7
27045,Fillmore,2015-2019,Bladder,All Ages,All,20,104746,10.9,FALSE,(6.6 - 17.6),6.6,17.6
27045,Fillmore,2010-2014,Mesothelioma,All Ages,All,2,104049,1.2 (UR),TRUE,(0.1 - 5.4),0.1,5.4
27045,Fillmore,2010-2014,Chronic lymphocytic leukemia,All Ages,All,13,104049,8.1,FALSE,(4.2 - 14.7),4.2,14.7
27045,Fillmore,2010-2014,Leukemia,All Ages,All,34,104049,25.2,FALSE,(17.0 - 36.2),17,36.2
27045,Fillmore,2015-2019,Mesothelioma,All Ages,All,1,104746,0.5 (UR),TRUE,(0.0 - 4.4),0,4.4
27045,Fillmore,2015-2019,Larynx,All Ages,All,5,104746,2.6 (UR),TRUE,(0.8 - 7.2),0.8,7.2
27045,Fillmore,2010-2014,Non-Hodgkin lymphoma,All Ages,All,33,104049,24.6,FALSE,(16.5 - 35.4),16.5,35.4
27045,Fillmore,2010-2014,Larynx,All Ages,All,2,104049,1.4 (UR),TRUE,(0.2 - 5.7),0.2,5.7
27045,Fillmore,2015-2019,Non-Hodgkin lymphoma,All Ages,All,32,104746,21.7,FALSE,(14.5 - 31.5),14.5,31.5
27045,Fillmore,2015-2019,Acute myeloid leukemia,All Ages,All,11,104746,8,FALSE,(3.8 - 15.1),3.8,15.1
27045,Fillmore,2015-2019,Colorectal,All Ages,All,60,104746,36.7,FALSE,(27.7 - 48.1),27.7,48.1
27045,Fillmore,2015-2019,Chronic lymphocytic leukemia,All Ages,All,16,104746,9.6,FALSE,(5.3 - 16.7),5.3,16.7
27045,Fillmore,2010-2014,Oral and pharyngeal,All Ages,All,21,104049,15.7,FALSE,(9.4 - 24.7),9.4,24.7
27045,Fillmore,2015-2019,Kidney,All Ages,All,30,104746,19.6,FALSE,(12.9 - 28.8),12.9,28.8
27045,Fillmore,2015-2019,Oral and pharyngeal,All Ages,All,19,104746,11.6,FALSE,(6.8 - 18.9),6.8,18.9
27045,Fillmore,2010-2014,Kidney,All Ages,All,26,104049,18.3,FALSE,(11.7 - 27.6),11.7,27.6
27045,Fillmore,2010-2014,Acute myeloid leukemia,All Ages,All,8,104049,5.3 (UR),TRUE,(2.3 - 11.2),2.3,11.2
27045,Fillmore,2010-2014,Pancreas,All Ages,All,22,104049,14.6,FALSE,(8.9 - 22.8),8.9,22.8
27045,Fillmore,2010-2014,Colorectal,All Ages,All,51,104049,34.6,FALSE,(25.4 - 46.4),25.4,46.4
27045,Fillmore,2015-2019,Pancreas,All Ages,All,15,104746,8.6,FALSE,(4.8 - 15.0),4.8,15
27045,Fillmore,2015-2019,Esophagus,All Ages,All,9,104746,5.3 (UR),TRUE,(2.3 - 10.9),2.3,10.9
27045,Fillmore,2010-2014,Thyroid,All Ages,All,14,104049,11.6,FALSE,(6.0 - 20.2),6,20.2
27045,Fillmore,2015-2019,All cancer types combined,All Ages,All,632,104746,416.5,FALSE,(382.8 - 452.6),382.8,452.6
27045,Fillmore,2010-2014,Esophagus,All Ages,All,8,104049,5.5 (UR),TRUE,(2.4 - 11.4),2.4,11.4
27045,Fillmore,2015-2019,Thyroid,All Ages,All,8,104746,7.0 (UR),TRUE,(2.8 - 14.3),2.8,14.3
27045,Fillmore,2010-2014,All cancer types combined,All Ages,All,667,104049,460,FALSE,(424.2 - 498.2),424.2,498.2
27045,Fillmore,2015-2019,Liver and bile duct,All Ages,All,9,104746,6.4 (UR),TRUE,(2.8 - 13.0),2.8,13
27047,Freeborn,2010-2014,Bladder,All Ages,All,45,154964,18.7,FALSE,(13.4 - 25.6),13.4,25.6
27047,Freeborn,2010-2014,Pancreas,All Ages,All,28,154964,12.5,FALSE,(8.1 - 18.8),8.1,18.8
27047,Freeborn,2010-2014,Esophagus,All Ages,All,13,154964,6.2,FALSE,(3.1 - 11.1),3.1,11.1
27047,Freeborn,2015-2019,Melanoma,All Ages,All,58,152314,29.3,FALSE,(21.6 - 38.9),21.6,38.9
27047,Freeborn,2010-2014,Oral and pharyngeal,All Ages,All,31,154964,14.9,FALSE,(9.9 - 21.7),9.9,21.7
27047,Freeborn,2015-2019,Mesothelioma,All Ages,All,4,152314,1.5 (UR),TRUE,(0.4 - 4.6),0.4,4.6
27047,Freeborn,2010-2014,Mesothelioma,All Ages,All,0,154964,null (UR),TRUE, ,null,null
27047,Freeborn,2010-2014,Kidney,All Ages,All,39,154964,16,FALSE,(11.3 - 22.3),11.3,22.3
27047,Freeborn,2015-2019,Esophagus,All Ages,All,19,152314,7.1,FALSE,(4.3 - 11.7),4.3,11.7
27047,Freeborn,2010-2014,Lung and bronchus,All Ages,All,127,154964,52.7,FALSE,(43.9 - 63.2),43.9,63.2
27047,Freeborn,2010-2014,Chronic lymphocytic leukemia,All Ages,All,15,154964,5.9,FALSE,(3.3 - 10.2),3.3,10.2
27047,Freeborn,2010-2014,Liver and bile duct,All Ages,All,15,154964,6.5,FALSE,(3.6 - 11.2),3.6,11.2
27047,Freeborn,2010-2014,Leukemia,All Ages,All,39,154964,16.8,FALSE,(11.7 - 23.7),11.7,23.7
27047,Freeborn,2015-2019,Kidney,All Ages,All,47,152314,23.4,FALSE,(16.7 - 32.1),16.7,32.1
27047,Freeborn,2015-2019,Non-Hodgkin lymphoma,All Ages,All,44,152314,19.8,FALSE,(13.9 - 27.6),13.9,27.6
27047,Freeborn,2015-2019,All cancer types combined,All Ages,All,988,152314,434.5,FALSE,(406.1 - 464.5),406.1,464.5
27047,Freeborn,2010-2014,All cancer types combined,All Ages,All,1027,154964,466.4,FALSE,(436.9 - 497.6),436.9,497.6
27047,Freeborn,2015-2019,Liver and bile duct,All Ages,All,15,152314,7.6,FALSE,(4.1 - 13.0),4.1,13
27047,Freeborn,2010-2014,Thyroid,All Ages,All,22,154964,14.8,FALSE,(9.0 - 22.8),9,22.8
27047,Freeborn,2010-2014,Larynx,All Ages,All,5,154964,2.1 (UR),TRUE,(0.7 - 5.5),0.7,5.5
27047,Freeborn,2015-2019,Brain and other nervous system,All Ages,All,8,152314,4.2 (UR),TRUE,(1.7 - 8.7),1.7,8.7
27047,Freeborn,2015-2019,Thyroid,All Ages,All,17,152314,9.5,FALSE,(5.2 - 15.8),5.2,15.8
27047,Freeborn,2015-2019,Chronic lymphocytic leukemia,All Ages,All,7,152314,3.2 (UR),TRUE,(1.2 - 7.1),1.2,7.1
27047,Freeborn,2010-2014,Non-Hodgkin lymphoma,All Ages,All,47,154964,21.1,FALSE,(15.3 - 28.6),15.3,28.6
27047,Freeborn,2015-2019,Colorectal,All Ages,All,116,152314,47.1,FALSE,(38.6 - 57.3),38.6,57.3
27047,Freeborn,2015-2019,Larynx,All Ages,All,6,152314,2.6 (UR),TRUE,(0.9 - 6.2),0.9,6.2
27047,Freeborn,2015-2019,Acute myeloid leukemia,All Ages,All,6,152314,2.6 (UR),TRUE,(0.9 - 6.3),0.9,6.3
27047,Freeborn,2015-2019,Lung and bronchus,All Ages,All,130,152314,52.7,FALSE,(43.7 - 63.2),43.7,63.2
27047,Freeborn,2010-2014,Acute myeloid leukemia,All Ages,All,15,154964,6.5,FALSE,(3.5 - 11.5),3.5,11.5
27047,Freeborn,2010-2014,Colorectal,All Ages,All,108,154964,47.3,FALSE,(38.4 - 57.9),38.4,57.9
27047,Freeborn,2015-2019,Oral and pharyngeal,All Ages,All,19,152314,9.9,FALSE,(5.7 - 16.2),5.7,16.2
27047,Freeborn,2010-2014,Melanoma,All Ages,All,79,154964,43.4,FALSE,(33.7 - 55.0),33.7,55
27047,Freeborn,2015-2019,Leukemia,All Ages,All,20,152314,9.5,FALSE,(5.6 - 15.2),5.6,15.2
27047,Freeborn,2015-2019,Pancreas,All Ages,All,29,152314,12.6,FALSE,(8.2 - 18.9),8.2,18.9
27047,Freeborn,2010-2014,Brain and other nervous system,All Ages,All,8,154964,4.3 (UR),TRUE,(1.8 - 8.8),1.8,8.8
27047,Freeborn,2015-2019,Bladder,All Ages,All,49,152314,19.2,FALSE,(14.2 - 25.9),14.2,25.9
27049,Goodhue,2015-2019,Larynx,All Ages,All,9,231232,2.8 (UR),TRUE,(1.2 - 5.6),1.2,5.6
27049,Goodhue,2010-2014,Oral and pharyngeal,All Ages,All,33,230571,10.5,FALSE,(7.1 - 15.0),7.1,15
27049,Goodhue,2015-2019,Chronic lymphocytic leukemia,All Ages,All,14,231232,4.4,FALSE,(2.3 - 7.7),2.3,7.7
27049,Goodhue,2015-2019,Acute myeloid leukemia,All Ages,All,13,231232,3.8,FALSE,(2.0 - 6.8),2,6.8
27049,Goodhue,2010-2014,Pancreas,All Ages,All,35,230571,11.5,FALSE,(7.9 - 16.2),7.9,16.2
27049,Goodhue,2015-2019,Non-Hodgkin lymphoma,All Ages,All,66,231232,21.3,FALSE,(16.2 - 27.6),16.2,27.6
27049,Goodhue,2010-2014,Larynx,All Ages,All,9,230571,2.8 (UR),TRUE,(1.2 - 5.5),1.2,5.5
27049,Goodhue,2010-2014,Non-Hodgkin lymphoma,All Ages,All,60,230571,19.6,FALSE,(14.8 - 25.5),14.8,25.5
27049,Goodhue,2010-2014,Acute myeloid leukemia,All Ages,All,10,230571,2.8 (UR),TRUE,(1.3 - 5.5),1.3,5.5
27049,Goodhue,2010-2014,Brain and other nervous system,All Ages,All,21,230571,7.4,FALSE,(4.5 - 11.5),4.5,11.5
27049,Goodhue,2010-2014,Colorectal,All Ages,All,117,230571,37.8,FALSE,(31.1 - 45.7),31.1,45.7
27049,Goodhue,2015-2019,Pancreas,All Ages,All,40,231232,11.4,FALSE,(8.1 - 15.9),8.1,15.9
27049,Goodhue,2010-2014,Bladder,All Ages,All,74,230571,23,FALSE,(18.0 - 29.2),18,29.2
27049,Goodhue,2015-2019,Mesothelioma,All Ages,All,5,231232,1.4 (UR),TRUE,(0.5 - 3.7),0.5,3.7
27049,Goodhue,2015-2019,Esophagus,All Ages,All,28,231232,8.3,FALSE,(5.4 - 12.4),5.4,12.4
27049,Goodhue,2015-2019,Colorectal,All Ages,All,115,231232,35.3,FALSE,(28.9 - 42.9),28.9,42.9
27049,Goodhue,2010-2014,Leukemia,All Ages,All,54,230571,18.6,FALSE,(13.8 - 24.7),13.8,24.7
27049,Goodhue,2010-2014,Mesothelioma,All Ages,All,6,230571,2.1 (UR),TRUE,(0.7 - 4.8),0.7,4.8
27049,Goodhue,2010-2014,Chronic lymphocytic leukemia,All Ages,All,21,230571,6.8,FALSE,(4.2 - 10.6),4.2,10.6
27049,Goodhue,2010-2014,Thyroid,All Ages,All,37,230571,15.7,FALSE,(10.8 - 21.9),10.8,21.9
27049,Goodhue,2015-2019,All cancer types combined,All Ages,All,1415,231232,444.9,FALSE,(420.8 - 470.0),420.8,470
27049,Goodhue,2015-2019,Liver and bile duct,All Ages,All,16,231232,4.8,FALSE,(2.7 - 8.0),2.7,8
27049,Goodhue,2015-2019,Melanoma,All Ages,All,143,231232,51.3,FALSE,(42.7 - 61.2),42.7,61.2
27049,Goodhue,2010-2014,Esophagus,All Ages,All,13,230571,4,FALSE,(2.1 - 7.1),2.1,7.1
27049,Goodhue,2015-2019,Bladder,All Ages,All,70,231232,20.6,FALSE,(16.0 - 26.4),16,26.4
27049,Goodhue,2010-2014,Melanoma,All Ages,All,133,230571,45.6,FALSE,(38.0 - 54.5),38,54.5
27049,Goodhue,2015-2019,Leukemia,All Ages,All,40,231232,12.8,FALSE,(9.0 - 17.8),9,17.8
27049,Goodhue,2015-2019,Lung and bronchus,All Ages,All,172,231232,50.1,FALSE,(42.7 - 58.5),42.7,58.5
27049,Goodhue,2015-2019,Thyroid,All Ages,All,30,231232,11.8,FALSE,(7.8 - 17.2),7.8,17.2
27049,Goodhue,2010-2014,All cancer types combined,All Ages,All,1388,230571,459.4,FALSE,(434.8 - 485.2),434.8,485.2
27049,Goodhue,2010-2014,Lung and bronchus,All Ages,All,144,230571,45.4,FALSE,(38.2 - 53.7),38.2,53.7
27049,Goodhue,2010-2014,Liver and bile duct,All Ages,All,18,230571,6,FALSE,(3.5 - 9.8),3.5,9.8
27049,Goodhue,2010-2014,Kidney,All Ages,All,56,230571,18.5,FALSE,(13.9 - 24.3),13.9,24.3
27049,Goodhue,2015-2019,Brain and other nervous system,All Ages,All,22,231232,7.7,FALSE,(4.7 - 12.1),4.7,12.1
27049,Goodhue,2015-2019,Oral and pharyngeal,All Ages,All,39,231232,12.1,FALSE,(8.5 - 17.0),8.5,17
27049,Goodhue,2015-2019,Kidney,All Ages,All,50,231232,15.4,FALSE,(11.3 - 20.7),11.3,20.7
27051,Grant,2015-2019,Pancreas,All Ages,All,9,29674,16.5 (UR),TRUE,(7.5 - 35.0),7.5,35
27051,Grant,2010-2014,Acute myeloid leukemia,All Ages,All,3,29802,6.5 (UR),TRUE,(1.3 - 22.4),1.3,22.4
27051,Grant,2015-2019,Bladder,All Ages,All,9,29674,15.0 (UR),TRUE,(6.7 - 32.6),6.7,32.6
27051,Grant,2010-2014,Melanoma,All Ages,All,10,29802,23.4 (UR),TRUE,(10.3 - 46.9),10.3,46.9
27051,Grant,2010-2014,Kidney,All Ages,All,11,29802,24.9,FALSE,(11.7 - 48.1),11.7,48.1
27051,Grant,2010-2014,Brain and other nervous system,All Ages,All,3,29802,9.0 (UR),TRUE,(1.8 - 27.9),1.8,27.9
27051,Grant,2015-2019,Chronic lymphocytic leukemia,All Ages,All,7,29674,12.3 (UR),TRUE,(4.8 - 29.4),4.8,29.4
27051,Grant,2015-2019,Leukemia,All Ages,All,12,29674,24.1,FALSE,(12.0 - 45.6),12,45.6
27051,Grant,2010-2014,Colorectal,All Ages,All,29,29802,58.7,FALSE,(39.1 - 86.7),39.1,86.7
27051,Grant,2015-2019,Lung and bronchus,All Ages,All,25,29674,48.7,FALSE,(31.5 - 74.5),31.5,74.5
27051,Grant,2010-2014,Pancreas,All Ages,All,9,29802,18.2 (UR),TRUE,(8.3 - 37.7),8.3,37.7
27051,Grant,2015-2019,Larynx,All Ages,All,1,29674,1.8 (UR),TRUE,(0.0 - 15.7),0,15.7
27051,Grant,2010-2014,Lung and bronchus,All Ages,All,25,29802,51.4,FALSE,(32.6 - 79.3),32.6,79.3
27051,Grant,2010-2014,Larynx,All Ages,All,0,29802,null (UR),TRUE, ,null,null
27051,Grant,2010-2014,Oral and pharyngeal,All Ages,All,6,29802,11.9 (UR),TRUE,(4.1 - 29.6),4.1,29.6
27051,Grant,2015-2019,Thyroid,All Ages,All,4,29674,12.5 (UR),TRUE,(3.0 - 33.8),3,33.8
27051,Grant,2010-2014,All cancer types combined,All Ages,All,240,29802,527.5,FALSE,(458.8 - 604.7),458.8,604.7
27051,Grant,2015-2019,Oral and pharyngeal,All Ages,All,9,29674,25.3 (UR),TRUE,(10.6 - 51.2),10.6,51.2
27051,Grant,2010-2014,Non-Hodgkin lymphoma,All Ages,All,15,29802,37.7,FALSE,(19.6 - 66.3),19.6,66.3
27051,Grant,2015-2019,Kidney,All Ages,All,8,29674,17.9 (UR),TRUE,(7.0 - 39.2),7,39.2
27051,Grant,2010-2014,Thyroid,All Ages,All,2,29802,6.9 (UR),TRUE,(0.6 - 26.4),0.6,26.4
27051,Grant,2015-2019,All cancer types combined,All Ages,All,225,29674,482.7,FALSE,(417.0 - 556.9),417,556.9
27051,Grant,2015-2019,Non-Hodgkin lymphoma,All Ages,All,8,29674,18.7 (UR),TRUE,(7.4 - 40.6),7.4,40.6
27051,Grant,2010-2014,Chronic lymphocytic leukemia,All Ages,All,2,29802,3.2 (UR),TRUE,(0.4 - 17.3),0.4,17.3
27051,Grant,2015-2019,Acute myeloid leukemia,All Ages,All,2,29674,5.6 (UR),TRUE,(0.5 - 22.7),0.5,22.7
27051,Grant,2010-2014,Mesothelioma,All Ages,All,0,29802,null (UR),TRUE, ,null,null
27051,Grant,2015-2019,Colorectal,All Ages,All,19,29674,40.8,FALSE,(23.2 - 68.2),23.2,68.2
27051,Grant,2015-2019,Esophagus,All Ages,All,2,29674,3.0 (UR),TRUE,(0.4 - 17.1),0.4,17.1
27051,Grant,2015-2019,Melanoma,All Ages,All,7,29674,18.7 (UR),TRUE,(6.8 - 41.8),6.8,41.8
27051,Grant,2010-2014,Liver and bile duct,All Ages,All,4,29802,8.5 (UR),TRUE,(2.3 - 25.2),2.3,25.2
27051,Grant,2015-2019,Mesothelioma,All Ages,All,0,29674,null (UR),TRUE, ,null,null
27051,Grant,2010-2014,Leukemia,All Ages,All,9,29802,19.2 (UR),TRUE,(8.6 - 39.3),8.6,39.3
27051,Grant,2010-2014,Esophagus,All Ages,All,4,29802,7.6 (UR),TRUE,(1.9 - 23.7),1.9,23.7
27051,Grant,2015-2019,Brain and other nervous system,All Ages,All,4,29674,7.7 (UR),TRUE,(2.1 - 23.7),2.1,23.7
27051,Grant,2010-2014,Bladder,All Ages,All,15,29802,27.5,FALSE,(15.1 - 49.0),15.1,49
27051,Grant,2015-2019,Liver and bile duct,All Ages,All,5,29674,7.8 (UR),TRUE,(2.5 - 23.2),2.5,23.2
27053,Hennepin,2015-2019,Mesothelioma,All Ages,All,62,6229186,1,FALSE,(0.7 - 1.3),0.7,1.3
27053,Hennepin,2010-2014,All cancer types combined,All Ages,All,27714,5916884,451.9,FALSE,(446.5 - 457.4),446.5,457.4
27053,Hennepin,2015-2019,All cancer types combined,All Ages,All,30717,6229186,447,FALSE,(441.9 - 452.2),441.9,452.2
27053,Hennepin,2010-2014,Acute myeloid leukemia,All Ages,All,262,5916884,4.5,FALSE,(4.0 - 5.1),4,5.1
27053,Hennepin,2015-2019,Acute myeloid leukemia,All Ages,All,305,6229186,4.6,FALSE,(4.1 - 5.2),4.1,5.2
27053,Hennepin,2010-2014,Bladder,All Ages,All,1203,5916884,20.1,FALSE,(18.9 - 21.3),18.9,21.3
27053,Hennepin,2015-2019,Bladder,All Ages,All,1318,6229186,19.5,FALSE,(18.4 - 20.6),18.4,20.6
27053,Hennepin,2010-2014,Brain and other nervous system,All Ages,All,426,5916884,7,FALSE,(6.4 - 7.8),6.4,7.8
27053,Hennepin,2015-2019,Brain and other nervous system,All Ages,All,440,6229186,6.9,FALSE,(6.2 - 7.6),6.2,7.6
27053,Hennepin,2010-2014,Chronic lymphocytic leukemia,All Ages,All,462,5916884,7.7,FALSE,(7.0 - 8.4),7,8.4
27053,Hennepin,2015-2019,Chronic lymphocytic leukemia,All Ages,All,420,6229186,6.2,FALSE,(5.6 - 6.8),5.6,6.8
27053,Hennepin,2010-2014,Colorectal,All Ages,All,2272,5916884,37.2,FALSE,(35.7 - 38.8),35.7,38.8
27053,Hennepin,2015-2019,Colorectal,All Ages,All,2306,6229186,34.4,FALSE,(33.0 - 35.9),33,35.9
27053,Hennepin,2010-2014,Esophagus,All Ages,All,285,5916884,4.6,FALSE,(4.1 - 5.2),4.1,5.2
27053,Hennepin,2015-2019,Esophagus,All Ages,All,340,6229186,4.9,FALSE,(4.4 - 5.5),4.4,5.5
27053,Hennepin,2010-2014,Kidney,All Ages,All,872,5916884,14.2,FALSE,(13.3 - 15.2),13.3,15.2
27053,Hennepin,2015-2019,Kidney,All Ages,All,1066,6229186,15.6,FALSE,(14.7 - 16.6),14.7,16.6
27053,Hennepin,2010-2014,Larynx,All Ages,All,182,5916884,2.9,FALSE,(2.5 - 3.4),2.5,3.4
27053,Hennepin,2015-2019,Larynx,All Ages,All,194,6229186,2.6,FALSE,(2.3 - 3.0),2.3,3
27053,Hennepin,2010-2014,Leukemia,All Ages,All,1013,5916884,17,FALSE,(15.9 - 18.1),15.9,18.1
27053,Hennepin,2015-2019,Leukemia,All Ages,All,1051,6229186,15.9,FALSE,(15.0 - 17.0),15,17
27053,Hennepin,2010-2014,Liver and bile duct,All Ages,All,448,5916884,7,FALSE,(6.4 - 7.7),6.4,7.7
27053,Hennepin,2015-2019,Liver and bile duct,All Ages,All,638,6229186,8.9,FALSE,(8.2 - 9.6),8.2,9.6
27053,Hennepin,2010-2014,Lung and bronchus,All Ages,All,3167,5916884,53.7,FALSE,(51.8 - 55.6),51.8,55.6
27053,Hennepin,2015-2019,Lung and bronchus,All Ages,All,3320,6229186,48.3,FALSE,(46.6 - 50.0),46.6,50
27053,Hennepin,2010-2014,Melanoma,All Ages,All,1728,5916884,27.8,FALSE,(26.5 - 29.2),26.5,29.2
27053,Hennepin,2015-2019,Melanoma,All Ages,All,2159,6229186,31.5,FALSE,(30.1 - 32.9),30.1,32.9
27053,Hennepin,2010-2014,Mesothelioma,All Ages,All,56,5916884,0.9,FALSE,(0.7 - 1.2),0.7,1.2
27053,Hennepin,2010-2014,Non-Hodgkin lymphoma,All Ages,All,1369,5916884,22.9,FALSE,(21.7 - 24.2),21.7,24.2
27053,Hennepin,2015-2019,Non-Hodgkin lymphoma,All Ages,All,1442,6229186,21.3,FALSE,(20.2 - 22.4),20.2,22.4
27053,Hennepin,2010-2014,Oral and pharyngeal,All Ages,All,777,5916884,12,FALSE,(11.1 - 12.9),11.1,12.9
27053,Hennepin,2015-2019,Oral and pharyngeal,All Ages,All,839,6229186,11.8,FALSE,(11.0 - 12.7),11,12.7
27053,Hennepin,2010-2014,Pancreas,All Ages,All,781,5916884,12.9,FALSE,(12.0 - 13.9),12,13.9
27053,Hennepin,2015-2019,Pancreas,All Ages,All,956,6229186,14.1,FALSE,(13.2 - 15.0),13.2,15
27053,Hennepin,2010-2014,Thyroid,All Ages,All,726,5916884,11.7,FALSE,(10.9 - 12.6),10.9,12.6
27053,Hennepin,2015-2019,Thyroid,All Ages,All,644,6229186,9.8,FALSE,(9.1 - 10.7),9.1,10.7
27055,Houston,2015-2019,Colorectal,All Ages,All,38,93238,27.5,FALSE,(18.8 - 39.2),18.8,39.2
27055,Houston,2015-2019,Mesothelioma,All Ages,All,1,93238,0.7 (UR),TRUE,(0.0 - 5.2),0,5.2
27055,Houston,2015-2019,Larynx,All Ages,All,1,93238,0.5 (UR),TRUE,(0.0 - 4.9),0,4.9
27055,Houston,2010-2014,Esophagus,All Ages,All,4,94139,2.7 (UR),TRUE,(0.7 - 7.9),0.7,7.9
27055,Houston,2010-2014,Brain and other nervous system,All Ages,All,7,94139,5.7 (UR),TRUE,(2.2 - 12.6),2.2,12.6
27055,Houston,2015-2019,Pancreas,All Ages,All,23,93238,16.6,FALSE,(10.2 - 26.0),10.2,26
27055,Houston,2015-2019,Lung and bronchus,All Ages,All,62,93238,43.9,FALSE,(33.3 - 57.2),33.3,57.2
27055,Houston,2010-2014,Acute myeloid leukemia,All Ages,All,4,94139,3.4 (UR),TRUE,(0.9 - 9.3),0.9,9.3
27055,Houston,2010-2014,Pancreas,All Ages,All,12,94139,7.3,FALSE,(3.7 - 13.7),3.7,13.7
27055,Houston,2010-2014,Colorectal,All Ages,All,50,94139,39.8,FALSE,(29.1 - 53.6),29.1,53.6
27055,Houston,2010-2014,Melanoma,All Ages,All,40,94139,35.8,FALSE,(24.9 - 50.0),24.9,50
27055,Houston,2010-2014,Larynx,All Ages,All,6,94139,4.5 (UR),TRUE,(1.6 - 10.7),1.6,10.7
